"campaignid","sample","family","genus","species","maxn"
"2020-10_south-west_stereo-BRUVs","FH11","Urolophidae","Trygonoptera","ovalis",1
"2020-10_south-west_stereo-BRUVs","FH110","Carangidae","Pseudocaranx","spp",4
"2020-10_south-west_stereo-BRUVs","FH110","Heterodontidae","Heterodontus","portusjacksoni",1
"2020-10_south-west_stereo-BRUVs","FH110","Labridae","Austrolabrus","maculatus",1
"2020-10_south-west_stereo-BRUVs","FH110","Labridae","Coris","auricularis",2
"2020-10_south-west_stereo-BRUVs","FH110","Labridae","Eupetrichthys","angustipes",1
"2020-10_south-west_stereo-BRUVs","FH110","Labridae","Ophthalmolepis","lineolatus",4
"2020-10_south-west_stereo-BRUVs","FH110","Labridae","Pseudolabrus","biserialis",2
"2020-10_south-west_stereo-BRUVs","FH110","Monacanthidae","Meuschenia","freycineti",1
"2020-10_south-west_stereo-BRUVs","FH110","Scombridae","Unknown","spp",1
"2020-10_south-west_stereo-BRUVs","FH111","Aplodactylidae","Aplodactylus","westralis",1
"2020-10_south-west_stereo-BRUVs","FH111","Dasyatidae","Bathytoshia","brevicaudata",1
"2020-10_south-west_stereo-BRUVs","FH111","Labridae","Austrolabrus","maculatus",3
"2020-10_south-west_stereo-BRUVs","FH111","Labridae","Coris","auricularis",1
"2020-10_south-west_stereo-BRUVs","FH111","Labridae","Eupetrichthys","angustipes",1
"2020-10_south-west_stereo-BRUVs","FH111","Labridae","Ophthalmolepis","lineolatus",3
"2020-10_south-west_stereo-BRUVs","FH111","Labridae","Pseudolabrus","biserialis",1
"2020-10_south-west_stereo-BRUVs","FH111","Monacanthidae","Acanthaluteres","vittiger",1
"2020-10_south-west_stereo-BRUVs","FH111","Odacidae","Siphonognathus","sp1",1
"2020-10_south-west_stereo-BRUVs","FH111","Aracanidae","Anoplocapros","lenticularis",1
"2020-10_south-west_stereo-BRUVs","FH111","Scorpididae","Tilodon","sexfasciatus",1
"2020-10_south-west_stereo-BRUVs","FH111","Urolophidae","Trygonoptera","ovalis",1
"2020-10_south-west_stereo-BRUVs","FH113","Labridae","Austrolabrus","maculatus",1
"2020-10_south-west_stereo-BRUVs","FH113","Labridae","Coris","auricularis",81
"2020-10_south-west_stereo-BRUVs","FH113","Labridae","Ophthalmolepis","lineolatus",4
"2020-10_south-west_stereo-BRUVs","FH113","Labridae","Pseudolabrus","biserialis",5
"2020-10_south-west_stereo-BRUVs","FH113","Monacanthidae","Meuschenia","freycineti",1
"2020-10_south-west_stereo-BRUVs","FH113","Monacanthidae","Meuschenia","galii",1
"2020-10_south-west_stereo-BRUVs","FH113","Monacanthidae","Scobinichthys","granulatus",1
"2020-10_south-west_stereo-BRUVs","FH113","Mullidae","Upeneichthys","vlamingii",2
"2020-10_south-west_stereo-BRUVs","FH113","Myliobatidae","Myliobatis","tenuicaudatus",2
"2020-10_south-west_stereo-BRUVs","FH113","Neosebastidae","Neosebastes","pandus",1
"2020-10_south-west_stereo-BRUVs","FH113","Ostraciidae","Aracana","aurita",1
"2020-10_south-west_stereo-BRUVs","FH113","Scorpididae","Neatypus","obliquus",11
"2020-10_south-west_stereo-BRUVs","FH113","Serranidae","Caesioperca","spp",1
"2020-10_south-west_stereo-BRUVs","FH12","Heterodontidae","Heterodontus","portusjacksoni",2
"2020-10_south-west_stereo-BRUVs","FH12","Labridae","Austrolabrus","maculatus",2
"2020-10_south-west_stereo-BRUVs","FH12","Labridae","Coris","auricularis",58
"2020-10_south-west_stereo-BRUVs","FH12","Labridae","Eupetrichthys","angustipes",1
"2020-10_south-west_stereo-BRUVs","FH12","Labridae","Ophthalmolepis","lineolatus",5
"2020-10_south-west_stereo-BRUVs","FH12","Labridae","Pseudolabrus","biserialis",2
"2020-10_south-west_stereo-BRUVs","FH12","Monacanthidae","Meuschenia","freycineti",1
"2020-10_south-west_stereo-BRUVs","FH12","Monacanthidae","Meuschenia","galii",1
"2020-10_south-west_stereo-BRUVs","FH12","Monacanthidae","Scobinichthys","granulatus",1
"2020-10_south-west_stereo-BRUVs","FH12","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","FH12","Neosebastidae","Neosebastes","pandus",1
"2020-10_south-west_stereo-BRUVs","FH12","Odacidae","Siphonognathus","caninis",1
"2020-10_south-west_stereo-BRUVs","FH12","Parascylliidae","Parascyllium","ferrugineum",1
"2020-10_south-west_stereo-BRUVs","FH12","Scorpididae","Neatypus","obliquus",2
"2020-10_south-west_stereo-BRUVs","FH12","Urolophidae","Urolophus","circularis",1
"2020-10_south-west_stereo-BRUVs","FH14","Carangidae","Pseudocaranx","spp",5
"2020-10_south-west_stereo-BRUVs","FH14","Gerreidae","Parequula","melbournensis",1
"2020-10_south-west_stereo-BRUVs","FH14","Labridae","Austrolabrus","maculatus",1
"2020-10_south-west_stereo-BRUVs","FH14","Labridae","Coris","auricularis",9
"2020-10_south-west_stereo-BRUVs","FH14","Labridae","Eupetrichthys","angustipes",2
"2020-10_south-west_stereo-BRUVs","FH14","Labridae","Ophthalmolepis","lineolatus",6
"2020-10_south-west_stereo-BRUVs","FH14","Monacanthidae","Scobinichthys","granulatus",1
"2020-10_south-west_stereo-BRUVs","FH14","Mullidae","Parupeneus","chrysopleuron",1
"2020-10_south-west_stereo-BRUVs","FH14","Pomacentridae","Chromis","klunzingeri",10
"2020-10_south-west_stereo-BRUVs","FH14","Scorpididae","Neatypus","obliquus",4
"2020-10_south-west_stereo-BRUVs","FH14","Serranidae","Caesioperca","spp",24
"2020-10_south-west_stereo-BRUVs","FH14","Rhinobatidae","Trygonorrhina","dumerilii",1
"2020-10_south-west_stereo-BRUVs","FH15","Dasyatidae","Bathytoshia","brevicaudata",1
"2020-10_south-west_stereo-BRUVs","FH15","Gerreidae","Parequula","melbournensis",5
"2020-10_south-west_stereo-BRUVs","FH15","Labridae","Coris","auricularis",32
"2020-10_south-west_stereo-BRUVs","FH15","Labridae","Eupetrichthys","angustipes",1
"2020-10_south-west_stereo-BRUVs","FH15","Labridae","Suezichthys","bifurcatus",3
"2020-10_south-west_stereo-BRUVs","FH15","Myliobatidae","Myliobatis","tenuicaudatus",1
"2020-10_south-west_stereo-BRUVs","FH15","Platycephalidae","Platycephalus","spp",2
"2020-10_south-west_stereo-BRUVs","FH16","Cheilodactylidae","Nemadactylus","valenciennesi",1
"2020-10_south-west_stereo-BRUVs","FH16","Glaucosomatidae","Glaucosoma","hebraicum",1
"2020-10_south-west_stereo-BRUVs","FH16","Heterodontidae","Heterodontus","portusjacksoni",3
"2020-10_south-west_stereo-BRUVs","FH16","Labridae","Coris","auricularis",2
"2020-10_south-west_stereo-BRUVs","FH16","Labridae","Notolabrus","parilus",1
"2020-10_south-west_stereo-BRUVs","FH16","Labridae","Ophthalmolepis","lineolatus",8
"2020-10_south-west_stereo-BRUVs","FH16","Labridae","Pseudolabrus","biserialis",3
"2020-10_south-west_stereo-BRUVs","FH16","Monacanthidae","Meuschenia","galii",2
"2020-10_south-west_stereo-BRUVs","FH16","Monacanthidae","Meuschenia","venusta",1
"2020-10_south-west_stereo-BRUVs","FH16","Monacanthidae","Scobinichthys","granulatus",1
"2020-10_south-west_stereo-BRUVs","FH16","Mullidae","Upeneichthys","vlamingii",2
"2020-10_south-west_stereo-BRUVs","FH16","Myliobatidae","Myliobatis","tenuicaudatus",1
"2020-10_south-west_stereo-BRUVs","FH16","Scorpididae","Neatypus","obliquus",4
"2020-10_south-west_stereo-BRUVs","FH17","Gerreidae","Parequula","melbournensis",17
"2020-10_south-west_stereo-BRUVs","FH17","Labridae","Austrolabrus","maculatus",2
"2020-10_south-west_stereo-BRUVs","FH17","Labridae","Coris","auricularis",1
"2020-10_south-west_stereo-BRUVs","FH17","Labridae","Eupetrichthys","angustipes",1
"2020-10_south-west_stereo-BRUVs","FH17","Labridae","Ophthalmolepis","lineolatus",5
"2020-10_south-west_stereo-BRUVs","FH17","Monacanthidae","Acanthaluteres","vittiger",1
"2020-10_south-west_stereo-BRUVs","FH17","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","FH17","Oplegnathidae","Oplegnathus","woodwardi",1
"2020-10_south-west_stereo-BRUVs","FH17","Pomacentridae","Chromis","klunzingeri",5
"2020-10_south-west_stereo-BRUVs","FH17","Scorpididae","Neatypus","obliquus",4
"2020-10_south-west_stereo-BRUVs","FH17","Serranidae","Caesioperca","spp",14
"2020-10_south-west_stereo-BRUVs","FH17","Triakidae","Furgaleus","macki",1
"2020-10_south-west_stereo-BRUVs","FH17","Urolophidae","Trygonoptera","ovalis",2
"2020-10_south-west_stereo-BRUVs","FH18","Gerreidae","Parequula","melbournensis",1
"2020-10_south-west_stereo-BRUVs","FH18","Labridae","Austrolabrus","maculatus",1
"2020-10_south-west_stereo-BRUVs","FH18","Labridae","Coris","auricularis",17
"2020-10_south-west_stereo-BRUVs","FH18","Labridae","Eupetrichthys","angustipes",1
"2020-10_south-west_stereo-BRUVs","FH18","Labridae","Ophthalmolepis","lineolatus",3
"2020-10_south-west_stereo-BRUVs","FH18","Monacanthidae","Meuschenia","galii",1
"2020-10_south-west_stereo-BRUVs","FH18","Monacanthidae","Meuschenia","venusta",1
"2020-10_south-west_stereo-BRUVs","FH18","Mullidae","Parupeneus","chrysopleuron",1
"2020-10_south-west_stereo-BRUVs","FH18","Mullidae","Upeneichthys","vlamingii",2
"2020-10_south-west_stereo-BRUVs","FH18","Myliobatidae","Myliobatis","tenuicaudatus",1
"2020-10_south-west_stereo-BRUVs","FH18","Pinguipedidae","Parapercis","ramsayi",1
"2020-10_south-west_stereo-BRUVs","FH18","Pomacentridae","Chromis","klunzingeri",4
"2020-10_south-west_stereo-BRUVs","FH18","Scombridae","Unknown","spp",1
"2020-10_south-west_stereo-BRUVs","FH18","Serranidae","Caesioperca","spp",1
"2020-10_south-west_stereo-BRUVs","FH2","Berycidae","Centroberyx","gerrardi",1
"2020-10_south-west_stereo-BRUVs","FH2","Carangidae","Pseudocaranx","spp",1
"2020-10_south-west_stereo-BRUVs","FH2","Chaetodontidae","Chelmonops","curiosus",2
"2020-10_south-west_stereo-BRUVs","FH2","Cheilodactylidae","Dactylophora","nigricans",1
"2020-10_south-west_stereo-BRUVs","FH2","Cheilodactylidae","Nemadactylus","valenciennesi",1
"2020-10_south-west_stereo-BRUVs","FH2","Glaucosomatidae","Glaucosoma","hebraicum",1
"2020-10_south-west_stereo-BRUVs","FH2","Labridae","Austrolabrus","maculatus",1
"2020-10_south-west_stereo-BRUVs","FH2","Labridae","Coris","auricularis",5
"2020-10_south-west_stereo-BRUVs","FH2","Labridae","Ophthalmolepis","lineolatus",3
"2020-10_south-west_stereo-BRUVs","FH2","Labridae","Pseudolabrus","biserialis",8
"2020-10_south-west_stereo-BRUVs","FH2","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","FH2","Odacidae","Siphonognathus","spp",1
"2020-10_south-west_stereo-BRUVs","FH2","Pomacentridae","Chromis","klunzingeri",11
"2020-10_south-west_stereo-BRUVs","FH2","Pomacentridae","Chromis","westaustralis",2
"2020-10_south-west_stereo-BRUVs","FH2","Scorpididae","Neatypus","obliquus",16
"2020-10_south-west_stereo-BRUVs","FH2","Rhinobatidae","Trygonorrhina","dumerilii",1
"2020-10_south-west_stereo-BRUVs","FH20","Dasyatidae","Bathytoshia","brevicaudata",1
"2020-10_south-west_stereo-BRUVs","FH20","Heterodontidae","Heterodontus","portusjacksoni",1
"2020-10_south-west_stereo-BRUVs","FH20","Labridae","Austrolabrus","maculatus",1
"2020-10_south-west_stereo-BRUVs","FH20","Labridae","Coris","auricularis",7
"2020-10_south-west_stereo-BRUVs","FH20","Labridae","Ophthalmolepis","lineolatus",3
"2020-10_south-west_stereo-BRUVs","FH20","Oplegnathidae","Oplegnathus","woodwardi",1
"2020-10_south-west_stereo-BRUVs","FH21","Heterodontidae","Heterodontus","portusjacksoni",3
"2020-10_south-west_stereo-BRUVs","FH21","Labridae","Achoerodus","gouldii",1
"2020-10_south-west_stereo-BRUVs","FH21","Labridae","Austrolabrus","maculatus",1
"2020-10_south-west_stereo-BRUVs","FH21","Labridae","Coris","auricularis",43
"2020-10_south-west_stereo-BRUVs","FH21","Labridae","Notolabrus","parilus",1
"2020-10_south-west_stereo-BRUVs","FH21","Labridae","Ophthalmolepis","lineolatus",5
"2020-10_south-west_stereo-BRUVs","FH21","Labridae","Pseudolabrus","biserialis",10
"2020-10_south-west_stereo-BRUVs","FH21","Monacanthidae","Acanthaluteres","vittiger",1
"2020-10_south-west_stereo-BRUVs","FH21","Monacanthidae","Meuschenia","galii",1
"2020-10_south-west_stereo-BRUVs","FH21","Monacanthidae","Scobinichthys","granulatus",1
"2020-10_south-west_stereo-BRUVs","FH21","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","FH21","Odacidae","Siphonognathus","caninis",1
"2020-10_south-west_stereo-BRUVs","FH21","Pomacentridae","Chromis","klunzingeri",16
"2020-10_south-west_stereo-BRUVs","FH21","Scorpididae","Neatypus","obliquus",7
"2020-10_south-west_stereo-BRUVs","FH21","Scorpididae","Tilodon","sexfasciatus",2
"2020-10_south-west_stereo-BRUVs","FH21","Serranidae","Caesioperca","spp",11
"2020-10_south-west_stereo-BRUVs","FH21","Urolophidae","Trygonoptera","ovalis",1
"2020-10_south-west_stereo-BRUVs","FH23","Carangidae","Pseudocaranx","spp",1
"2020-10_south-west_stereo-BRUVs","FH23","Chaetodontidae","Chelmonops","curiosus",2
"2020-10_south-west_stereo-BRUVs","FH23","Glaucosomatidae","Glaucosoma","hebraicum",1
"2020-10_south-west_stereo-BRUVs","FH23","Heterodontidae","Heterodontus","portusjacksoni",1
"2020-10_south-west_stereo-BRUVs","FH23","Labridae","Austrolabrus","maculatus",2
"2020-10_south-west_stereo-BRUVs","FH23","Labridae","Coris","auricularis",11
"2020-10_south-west_stereo-BRUVs","FH23","Labridae","Eupetrichthys","angustipes",1
"2020-10_south-west_stereo-BRUVs","FH23","Labridae","Ophthalmolepis","lineolatus",10
"2020-10_south-west_stereo-BRUVs","FH23","Labridae","Pseudolabrus","biserialis",5
"2020-10_south-west_stereo-BRUVs","FH23","Monacanthidae","Meuschenia","galii",1
"2020-10_south-west_stereo-BRUVs","FH23","Monacanthidae","Meuschenia","scaber",1
"2020-10_south-west_stereo-BRUVs","FH23","Monacanthidae","Scobinichthys","granulatus",1
"2020-10_south-west_stereo-BRUVs","FH23","Mullidae","Parupeneus","chrysopleuron",1
"2020-10_south-west_stereo-BRUVs","FH23","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","FH23","Myliobatidae","Myliobatis","tenuicaudatus",1
"2020-10_south-west_stereo-BRUVs","FH23","Odacidae","Siphonognathus","sp1",1
"2020-10_south-west_stereo-BRUVs","FH23","Scorpididae","Neatypus","obliquus",4
"2020-10_south-west_stereo-BRUVs","FH23","Urolophidae","Trygonoptera","ovalis",1
"2020-10_south-west_stereo-BRUVs","FH24","Gerreidae","Parequula","melbournensis",1
"2020-10_south-west_stereo-BRUVs","FH24","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","FH24","Odacidae","Siphonognathus","caninis",1
"2020-10_south-west_stereo-BRUVs","FH24","Rhinobatidae","Trygonorrhina","dumerilii",1
"2020-10_south-west_stereo-BRUVs","FH25","Cheilodactylidae","Nemadactylus","valenciennesi",1
"2020-10_south-west_stereo-BRUVs","FH25","Heterodontidae","Heterodontus","portusjacksoni",2
"2020-10_south-west_stereo-BRUVs","FH25","Labridae","Austrolabrus","maculatus",1
"2020-10_south-west_stereo-BRUVs","FH25","Labridae","Coris","auricularis",3
"2020-10_south-west_stereo-BRUVs","FH25","Labridae","Ophthalmolepis","lineolatus",3
"2020-10_south-west_stereo-BRUVs","FH25","Labridae","Pseudolabrus","biserialis",3
"2020-10_south-west_stereo-BRUVs","FH25","Monacanthidae","Meuschenia","galii",1
"2020-10_south-west_stereo-BRUVs","FH25","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","FH25","Myliobatidae","Myliobatis","tenuicaudatus",1
"2020-10_south-west_stereo-BRUVs","FH25","Neosebastidae","Neosebastes","bougainvillii",1
"2020-10_south-west_stereo-BRUVs","FH25","Scorpididae","Neatypus","obliquus",11
"2020-10_south-west_stereo-BRUVs","FH25","Rhinobatidae","Trygonorrhina","dumerilii",1
"2020-10_south-west_stereo-BRUVs","FH25","Urolophidae","Trygonoptera","ovalis",1
"2020-10_south-west_stereo-BRUVs","FH26","Carangidae","Pseudocaranx","spp",1
"2020-10_south-west_stereo-BRUVs","FH26","Heterodontidae","Heterodontus","portusjacksoni",1
"2020-10_south-west_stereo-BRUVs","FH26","Labridae","Coris","auricularis",9
"2020-10_south-west_stereo-BRUVs","FH26","Labridae","Notolabrus","parilus",1
"2020-10_south-west_stereo-BRUVs","FH26","Labridae","Ophthalmolepis","lineolatus",6
"2020-10_south-west_stereo-BRUVs","FH26","Labridae","Pseudolabrus","biserialis",6
"2020-10_south-west_stereo-BRUVs","FH26","Monacanthidae","Meuschenia","galii",1
"2020-10_south-west_stereo-BRUVs","FH26","Monacanthidae","Scobinichthys","granulatus",1
"2020-10_south-west_stereo-BRUVs","FH26","Muraenidae","Gymnothorax","prasinus",1
"2020-10_south-west_stereo-BRUVs","FH26","Neosebastidae","Neosebastes","bougainvillii",1
"2020-10_south-west_stereo-BRUVs","FH26","Pomacentridae","Chromis","klunzingeri",12
"2020-10_south-west_stereo-BRUVs","FH26","Pomacentridae","Chromis","westaustralis",2
"2020-10_south-west_stereo-BRUVs","FH26","Scorpididae","Neatypus","obliquus",12
"2020-10_south-west_stereo-BRUVs","FH26","Serranidae","Caesioperca","spp",18
"2020-10_south-west_stereo-BRUVs","FH27","Gerreidae","Parequula","melbournensis",2
"2020-10_south-west_stereo-BRUVs","FH27","Labridae","Austrolabrus","maculatus",1
"2020-10_south-west_stereo-BRUVs","FH27","Labridae","Choerodon","rubescens",1
"2020-10_south-west_stereo-BRUVs","FH27","Labridae","Coris","auricularis",2
"2020-10_south-west_stereo-BRUVs","FH27","Labridae","Notolabrus","parilus",1
"2020-10_south-west_stereo-BRUVs","FH27","Labridae","Ophthalmolepis","lineolatus",6
"2020-10_south-west_stereo-BRUVs","FH27","Labridae","Pseudolabrus","biserialis",4
"2020-10_south-west_stereo-BRUVs","FH27","Monacanthidae","Meuschenia","galii",1
"2020-10_south-west_stereo-BRUVs","FH27","Monacanthidae","Scobinichthys","granulatus",1
"2020-10_south-west_stereo-BRUVs","FH27","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","FH27","Odacidae","Siphonognathus","caninis",1
"2020-10_south-west_stereo-BRUVs","FH27","Pomacentridae","Chromis","klunzingeri",10
"2020-10_south-west_stereo-BRUVs","FH27","Scorpididae","Neatypus","obliquus",5
"2020-10_south-west_stereo-BRUVs","FH27","Scorpididae","Tilodon","sexfasciatus",1
"2020-10_south-west_stereo-BRUVs","FH27","Serranidae","Caesioperca","spp",10
"2020-10_south-west_stereo-BRUVs","FH28","Carangidae","Pseudocaranx","spp",2
"2020-10_south-west_stereo-BRUVs","FH28","Gerreidae","Parequula","melbournensis",4
"2020-10_south-west_stereo-BRUVs","FH28","Labridae","Coris","auricularis",9
"2020-10_south-west_stereo-BRUVs","FH28","Labridae","Eupetrichthys","angustipes",1
"2020-10_south-west_stereo-BRUVs","FH28","Labridae","Ophthalmolepis","lineolatus",1
"2020-10_south-west_stereo-BRUVs","FH28","Monacanthidae","Acanthaluteres","vittiger",1
"2020-10_south-west_stereo-BRUVs","FH28","Monacanthidae","Meuschenia","freycineti",1
"2020-10_south-west_stereo-BRUVs","FH28","Platycephalidae","Platycephalus","spp",4
"2020-10_south-west_stereo-BRUVs","FH28","Rhinobatidae","Trygonorrhina","dumerilii",1
"2020-10_south-west_stereo-BRUVs","FH30","Carangidae","Pseudocaranx","spp",1
"2020-10_south-west_stereo-BRUVs","FH30","Carangidae","Seriola","hippos",1
"2020-10_south-west_stereo-BRUVs","FH30","Dasyatidae","Bathytoshia","brevicaudata",1
"2020-10_south-west_stereo-BRUVs","FH30","Labridae","Coris","auricularis",50
"2020-10_south-west_stereo-BRUVs","FH30","Labridae","Ophthalmolepis","lineolatus",10
"2020-10_south-west_stereo-BRUVs","FH30","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","FH30","Scorpididae","Tilodon","sexfasciatus",1
"2020-10_south-west_stereo-BRUVs","FH30","Sparidae","Chrysophrys","auratus",1
"2020-10_south-west_stereo-BRUVs","FH31","Chaetodontidae","Chelmonops","curiosus",2
"2020-10_south-west_stereo-BRUVs","FH31","Heterodontidae","Heterodontus","portusjacksoni",1
"2020-10_south-west_stereo-BRUVs","FH31","Labridae","Bodianus","frenchii",1
"2020-10_south-west_stereo-BRUVs","FH31","Labridae","Coris","auricularis",11
"2020-10_south-west_stereo-BRUVs","FH31","Labridae","Notolabrus","parilus",1
"2020-10_south-west_stereo-BRUVs","FH31","Labridae","Ophthalmolepis","lineolatus",13
"2020-10_south-west_stereo-BRUVs","FH31","Labridae","Pseudolabrus","biserialis",8
"2020-10_south-west_stereo-BRUVs","FH31","Monacanthidae","Meuschenia","galii",1
"2020-10_south-west_stereo-BRUVs","FH31","Monacanthidae","Scobinichthys","granulatus",1
"2020-10_south-west_stereo-BRUVs","FH31","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","FH31","Pomacentridae","Chromis","klunzingeri",3
"2020-10_south-west_stereo-BRUVs","FH31","Pomacentridae","Chromis","westaustralis",2
"2020-10_south-west_stereo-BRUVs","FH31","Scorpididae","Neatypus","obliquus",13
"2020-10_south-west_stereo-BRUVs","FH31","Urolophidae","Trygonoptera","ovalis",1
"2020-10_south-west_stereo-BRUVs","FH32","Gerreidae","Parequula","melbournensis",1
"2020-10_south-west_stereo-BRUVs","FH32","Labridae","Coris","auricularis",7
"2020-10_south-west_stereo-BRUVs","FH32","Labridae","Ophthalmolepis","lineolatus",1
"2020-10_south-west_stereo-BRUVs","FH32","Monacanthidae","Acanthaluteres","vittiger",2
"2020-10_south-west_stereo-BRUVs","FH32","Oplegnathidae","Oplegnathus","woodwardi",2
"2020-10_south-west_stereo-BRUVs","FH33","Dasyatidae","Bathytoshia","brevicaudata",1
"2020-10_south-west_stereo-BRUVs","FH33","Labridae","Austrolabrus","maculatus",1
"2020-10_south-west_stereo-BRUVs","FH33","Labridae","Coris","auricularis",88
"2020-10_south-west_stereo-BRUVs","FH33","Labridae","Eupetrichthys","angustipes",1
"2020-10_south-west_stereo-BRUVs","FH33","Labridae","Ophthalmolepis","lineolatus",6
"2020-10_south-west_stereo-BRUVs","FH33","Labridae","Pseudolabrus","biserialis",4
"2020-10_south-west_stereo-BRUVs","FH33","Monacanthidae","Meuschenia","freycineti",1
"2020-10_south-west_stereo-BRUVs","FH33","Monacanthidae","Meuschenia","galii",1
"2020-10_south-west_stereo-BRUVs","FH33","Monacanthidae","Meuschenia","venusta",1
"2020-10_south-west_stereo-BRUVs","FH33","Monacanthidae","Scobinichthys","granulatus",1
"2020-10_south-west_stereo-BRUVs","FH33","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","FH33","Pomacentridae","Chromis","klunzingeri",9
"2020-10_south-west_stereo-BRUVs","FH33","Scorpididae","Neatypus","obliquus",19
"2020-10_south-west_stereo-BRUVs","FH33","Serranidae","Caesioperca","spp",1
"2020-10_south-west_stereo-BRUVs","FH34","Cheilodactylidae","Nemadactylus","valenciennesi",1
"2020-10_south-west_stereo-BRUVs","FH34","Glaucosomatidae","Glaucosoma","hebraicum",1
"2020-10_south-west_stereo-BRUVs","FH34","Labridae","Austrolabrus","maculatus",3
"2020-10_south-west_stereo-BRUVs","FH34","Labridae","Choerodon","rubescens",1
"2020-10_south-west_stereo-BRUVs","FH34","Labridae","Coris","auricularis",4
"2020-10_south-west_stereo-BRUVs","FH34","Labridae","Eupetrichthys","angustipes",1
"2020-10_south-west_stereo-BRUVs","FH34","Labridae","Ophthalmolepis","lineolatus",5
"2020-10_south-west_stereo-BRUVs","FH34","Monacanthidae","Acanthaluteres","vittiger",1
"2020-10_south-west_stereo-BRUVs","FH34","Monacanthidae","Scobinichthys","granulatus",1
"2020-10_south-west_stereo-BRUVs","FH34","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","FH34","Myliobatidae","Myliobatis","tenuicaudatus",1
"2020-10_south-west_stereo-BRUVs","FH34","Pomacentridae","Chromis","klunzingeri",3
"2020-10_south-west_stereo-BRUVs","FH34","Rhinobatidae","Trygonorrhina","dumerilii",1
"2020-10_south-west_stereo-BRUVs","FH34","Scombridae","Unknown","spp",1
"2020-10_south-west_stereo-BRUVs","FH34","Scorpididae","Neatypus","obliquus",8
"2020-10_south-west_stereo-BRUVs","FH34","Serranidae","Caesioperca","spp",1
"2020-10_south-west_stereo-BRUVs","FH34","Sparidae","Chrysophrys","auratus",1
"2020-10_south-west_stereo-BRUVs","FH35","Carangidae","Pseudocaranx","spp",6
"2020-10_south-west_stereo-BRUVs","FH35","Gerreidae","Parequula","melbournensis",1
"2020-10_south-west_stereo-BRUVs","FH35","Labridae","Coris","auricularis",2
"2020-10_south-west_stereo-BRUVs","FH35","Labridae","Ophthalmolepis","lineolatus",2
"2020-10_south-west_stereo-BRUVs","FH35","Platycephalidae","Platycephalus","spp",1
"2020-10_south-west_stereo-BRUVs","FH35","Rhinobatidae","Trygonorrhina","dumerilii",1
"2020-10_south-west_stereo-BRUVs","FH35","Urolophidae","Trygonoptera","ovalis",1
"2020-10_south-west_stereo-BRUVs","FH37","Carangidae","Pseudocaranx","spp",2
"2020-10_south-west_stereo-BRUVs","FH37","Dasyatidae","Bathytoshia","brevicaudata",1
"2020-10_south-west_stereo-BRUVs","FH37","Labridae","Austrolabrus","maculatus",2
"2020-10_south-west_stereo-BRUVs","FH37","Labridae","Coris","auricularis",43
"2020-10_south-west_stereo-BRUVs","FH37","Labridae","Ophthalmolepis","lineolatus",7
"2020-10_south-west_stereo-BRUVs","FH37","Labridae","Pseudolabrus","biserialis",6
"2020-10_south-west_stereo-BRUVs","FH37","Monacanthidae","Meuschenia","galii",1
"2020-10_south-west_stereo-BRUVs","FH37","Monacanthidae","Scobinichthys","granulatus",1
"2020-10_south-west_stereo-BRUVs","FH37","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","FH37","Odacidae","Siphonognathus","caninis",1
"2020-10_south-west_stereo-BRUVs","FH37","Scorpididae","Neatypus","obliquus",1
"2020-10_south-west_stereo-BRUVs","FH37","Serranidae","Caesioperca","spp",1
"2020-10_south-west_stereo-BRUVs","FH37","Urolophidae","Trygonoptera","ovalis",1
"2020-10_south-west_stereo-BRUVs","FH39","Carangidae","Pseudocaranx","spp",2
"2020-10_south-west_stereo-BRUVs","FH39","Rhinobatidae","Trygonorrhina","dumerilii",2
"2020-10_south-west_stereo-BRUVs","FH39","Urolophidae","Urolophus","circularis",1
"2020-10_south-west_stereo-BRUVs","FH40","Labridae","Austrolabrus","maculatus",2
"2020-10_south-west_stereo-BRUVs","FH40","Labridae","Coris","auricularis",4
"2020-10_south-west_stereo-BRUVs","FH40","Labridae","Eupetrichthys","angustipes",1
"2020-10_south-west_stereo-BRUVs","FH40","Labridae","Ophthalmolepis","lineolatus",4
"2020-10_south-west_stereo-BRUVs","FH40","Labridae","Pseudolabrus","biserialis",5
"2020-10_south-west_stereo-BRUVs","FH40","Monacanthidae","Meuschenia","galii",1
